Frame, Millseconds, Label, X1, X2, Y1, Y2
200.0,6.666666666666667,sports ball 2,761,782,209,230
201.0,6.7,person 0,675,767,116,252
201.0,6.7,person 1,610,659,144,291
201.0,6.7,sports ball 2,760,781,210,232
202.0,6.733333333333333,person 0,680,774,122,251
202.0,6.733333333333333,person 1,612,661,140,291
202.0,6.733333333333333,sports ball 2,757,780,212,234
203.0,6.766666666666667,person 0,677,778,118,250
203.0,6.766666666666667,person 1,614,670,143,290
203.0,6.766666666666667,sports ball 2,757,778,220,240
204.0,6.8,person 0,683,782,120,248
204.0,6.8,person 1,617,674,141,289
204.0,6.8,sports ball 2,757,780,223,245
205.0,6.833333333333333,person 0,693,789,118,248
205.0,6.833333333333333,person 1,617,676,142,289
206.0,6.866666666666667,person 0,695,793,119,251
206.0,6.866666666666667,person 1,620,679,143,291
206.0,6.866666666666667,sports ball 2,757,779,238,258
207.0,6.9,person 0,708,799,118,252
207.0,6.9,person 1,621,678,145,290
207.0,6.9,sports ball 2,760,780,241,259
208.0,6.933333333333333,person 0,715,801,119,251
208.0,6.933333333333333,person 1,620,673,145,287
208.0,6.933333333333333,sports ball 2,759,780,239,257
209.0,6.966666666666667,person 0,719,804,121,250
209.0,6.966666666666667,person 1,622,675,146,287
209.0,6.966666666666667,sports ball 2,759,780,236,253
210.0,7.0,person 0,719,805,122,251
210.0,7.0,person 1,623,676,145,286
211.0,7.033333333333333,person 0,721,805,122,250
211.0,7.033333333333333,person 1,623,674,141,284
211.0,7.033333333333333,sports ball 2,762,782,229,246
212.0,7.066666666666667,person 0,722,804,119,250
212.0,7.066666666666667,person 1,621,668,137,279
212.0,7.066666666666667,sports ball 2,759,781,224,245
213.0,7.1,person 0,726,805,120,250
213.0,7.1,person 1,621,667,135,275
213.0,7.1,sports ball 2,762,783,226,245
214.0,7.133333333333333,person 0,728,805,117,241
214.0,7.133333333333333,person 1,622,669,133,275
214.0,7.133333333333333,sports ball 2,765,785,225,245
215.0,7.166666666666667,person 0,731,808,116,242
215.0,7.166666666666667,person 1,624,671,128,272
216.0,7.2,person 0,738,810,117,237
216.0,7.2,person 1,627,673,125,270
216.0,7.2,sports ball 2,770,789,219,240
216.0,7.2,sports ball 3,771,790,227,244
217.0,7.233333333333333,person 0,744,813,118,234
217.0,7.233333333333333,person 1,632,676,125,266
217.0,7.233333333333333,sports ball 2,772,792,224,242
218.0,7.266666666666667,person 0,751,814,120,236
218.0,7.266666666666667,person 1,634,683,125,267
219.0,7.3,person 0,755,819,123,232
219.0,7.3,person 1,636,688,124,268
219.0,7.3,sports ball 2,782,801,223,241
220.0,7.333333333333333,person 0,636,690,126,269
220.0,7.333333333333333,person 1,762,827,129,235
221.0,7.366666666666667,person 0,637,695,126,271
221.0,7.366666666666667,person 1,768,830,133,233
222.0,7.4,person 0,636,696,127,274
222.0,7.4,person 1,771,833,133,234
222.0,7.4,sports ball 2,789,812,223,243
223.0,7.433333333333333,person 0,635,700,131,276
223.0,7.433333333333333,person 1,773,838,134,235
223.0,7.433333333333333,sports ball 2,793,815,225,242
224.0,7.466666666666667,person 0,634,701,137,282
224.0,7.466666666666667,person 1,776,842,140,243
225.0,7.5,person 0,630,704,142,285
225.0,7.5,person 1,782,847,144,244
226.0,7.533333333333333,person 0,628,700,150,292
226.0,7.533333333333333,person 1,785,848,153,246
226.0,7.533333333333333,horse 2,787,844,155,244
227.0,7.566666666666667,person 0,627,699,156,295
227.0,7.566666666666667,person 1,787,852,159,248
228.0,7.6,person 0,625,699,157,302
228.0,7.6,person 1,788,853,160,257
229.0,7.633333333333333,person 0,622,699,162,306
229.0,7.633333333333333,person 1,790,852,165,258
230.0,7.666666666666667,person 0,621,700,163,309
230.0,7.666666666666667,person 1,793,853,168,257
231.0,7.7,person 0,620,697,163,309
231.0,7.7,person 1,795,852,170,256
232.0,7.733333333333333,person 0,621,700,163,308
232.0,7.733333333333333,person 1,796,853,171,266
232.0,7.733333333333333,surfboard 2,807,838,210,269
233.0,7.766666666666667,person 0,619,691,162,311
233.0,7.766666666666667,person 1,798,851,172,260
233.0,7.766666666666667,surfboard 2,807,837,213,270
234.0,7.8,person 0,617,687,159,309
234.0,7.8,person 1,797,853,171,259
235.0,7.833333333333333,person 0,615,680,156,309
236.0,7.866666666666667,person 0,614,677,154,306
236.0,7.866666666666667,person 1,803,856,164,256
237.0,7.9,person 0,613,675,153,305
238.0,7.933333333333333,person 0,611,674,154,306
238.0,7.933333333333333,person 1,808,860,166,260
239.0,7.966666666666667,person 0,611,677,153,304
239.0,7.966666666666667,person 1,808,860,161,263
240.0,8.0,person 0,608,681,155,303
240.0,8.0,person 1,808,864,156,262
241.0,8.033333333333333,person 0,606,683,156,304
241.0,8.033333333333333,person 1,811,870,152,255
242.0,8.066666666666666,person 0,605,681,158,305
242.0,8.066666666666666,person 1,814,876,146,256
243.0,8.1,person 0,602,680,157,305
243.0,8.1,person 1,813,878,139,259
244.0,8.133333333333333,person 0,602,675,157,306
244.0,8.133333333333333,person 1,813,887,136,260
245.0,8.166666666666668,person 0,604,674,158,306
245.0,8.166666666666668,person 1,816,888,134,258
246.0,8.2,person 0,603,666,154,306
246.0,8.2,person 1,816,886,128,256
247.0,8.233333333333334,person 0,605,664,154,303
247.0,8.233333333333334,person 1,817,887,124,257
248.0,8.266666666666666,person 0,605,661,150,306
248.0,8.266666666666666,person 1,818,888,119,258
249.0,8.3,person 0,603,659,150,306
249.0,8.3,person 1,819,891,118,258
250.0,8.333333333333334,person 0,599,655,151,305
250.0,8.333333333333334,person 1,818,894,119,260
251.0,8.366666666666665,person 0,595,654,152,304
251.0,8.366666666666665,person 1,823,896,117,259
252.0,8.4,person 0,591,651,149,301
252.0,8.4,person 1,827,896,114,254
253.0,8.433333333333334,person 0,588,648,148,302
253.0,8.433333333333334,person 1,829,897,111,257
254.0,8.466666666666667,person 0,582,642,150,304
254.0,8.466666666666667,person 1,831,897,107,254
255.0,8.5,person 0,575,637,149,302
255.0,8.5,person 1,831,897,102,253
256.0,8.533333333333333,person 0,564,628,151,301
256.0,8.533333333333333,person 1,831,897,101,252
257.0,8.566666666666666,person 0,559,623,151,305
257.0,8.566666666666666,person 1,833,898,100,252
258.0,8.6,person 0,554,619,151,306
258.0,8.6,person 1,835,898,98,251
259.0,8.633333333333335,person 0,552,618,153,306
259.0,8.633333333333335,person 1,836,898,98,251
260.0,8.666666666666666,person 0,553,618,151,306
260.0,8.666666666666666,person 1,837,899,100,252
261.0,8.7,person 0,553,616,149,308
261.0,8.7,person 1,837,898,101,252
262.0,8.733333333333334,person 0,550,617,151,306
262.0,8.733333333333334,person 1,837,897,100,252
263.0,8.766666666666666,person 0,548,614,149,306
263.0,8.766666666666666,person 1,840,896,99,252
264.0,8.8,person 0,544,607,148,308
264.0,8.8,person 1,840,896,99,253
